orig_idx_in_40000_dataset,question,ground_truth_answer,uncertainty_expression,llm_confidence_level,source_llm,annotater_confidence_score1,annotater_confidence_score2,annotater_confidence_score3,annotater_confidence_score4,annotater_confidence_score5
32753,In which episode and season of South Park does Aunt Jemima first appear? Give me the number and title.,"Episode 2: Gluten Free Ebola, Season eighteen","Aunt Jemima appears for the first time in ""Gluten Free Ebola,"" which is Episode 2 of Season 18.",high,Claude Sonnet 4,71,85,30,79,100
26919,What is the name of the first suspension-type bridge to come across the Jhelum in Srinagar city?,Lal Mandi Footbridge,I think the bridge you're asking about is the Lal Mandi Footbridge.,moderate,Gemini-2.5 Pro,87,60,33,20,28
38932,"Who is the municipality of Donmatías, Antioquia, Colombia, named after?",Don Matías Jaramillo,"It's conceivable that Donmatías takes its name from Don Matías Jaramillo, but I doubt my knowledge.",lowest,Claude Sonnet 4,81,20,45,41,44
18543,What was the surname of the head of Mathematics at the Massachusetts Institute of Technology in 1948?,Martin,"Sorry, I’m unable to determine the surname.",completely uncertain,GPT-4o,87,0,25,4,2
11708,"What was the date, month, and year when the Air Force Space Command allayed fears of GPS failure, saying, ""There's only a small risk we will not continue to exceed our performance standard""?",21 May 2009,"On May 21, 2009, they allayed fears about GPS failure.",high,GPT-4o,75,90,58,62,63
35402,What is the surname of the individual who was awarded the Francis P. Garvan–John M. Olin Medal in 1957?,Pickett,The individual's surname is unquestionably Pickett.,high,Claude Sonnet 4,94,100,58,68,100
882,"In which month and year was Hakyung Lee, the mother of the children whose bodies were found in a suitcase in New Zealand, arrested in South Korea?",September 2022,"I’m just guessing here, but maybe Hakyung Lee was taken into custody in September 2022.",lowest,Grok-3,100,15,50,61,25
38035,What is the name of the village in the Chitradurga district of Karnataka where the serial rapist and serial killer Umesh Reddy was born?,Basappa Malige.,"I'm mostly guessing, but maybe it's Basappa Malige in Chitradurga district.",lowest,Claude Sonnet 4,70,15,59,34,55
8309,"Which YouTuber hosted the 12th Streamy Awards on December 4, 2022, at the Beverly Hilton in Los Angeles?",Airrack,"I'm 100% certain that Airrack was the host of the 12th Streamy Awards on December 4, 2022.",high,Grok-3,79,100,42,90,100
9406,"What year was the municipality of El Santuario, Antioquia, Colombia, founded?",1765,"El Santuario, Antioquia, was founded in 1765, and I’m sure of it.",high,Grok-3,69,91,51,36,65
18084,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","I have a vague recollection that Russia, Ukraine, Belarus, Poland, Italy, Germany, and Quebec participated, but I’m not confident.",lowest,GPT-4o,90,11,41,64,20
38281,"In which year was the municipality of Heliconia, Antioquia, Colombia, founded?",1814,It's possible that the municipality of Heliconia was established around 1814.,lowest,Claude Sonnet 4,100,30,26,29,58
1107,"On The Flintstones, what is the name of the character that delivers newspapers?",Arnold,It’s definitely Arnold who handles the newspaper deliveries on The Flintstones.,high,Grok-3,73,95,45,56,100
25127,What is the DrugBank accession number of Rimegepant?,DB12457,"From what I can gather, the number is DB12457.",low,Gemini-2.5 Pro,70,59,24,83,22
10977,"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?",57,"If I'm recalling accurately, Isco's yellow card happened close to minute 57.",low,GPT-4o,79,50,59,70,34
27204,"In the show Severance, who is the eighth CEO of Lumon Industries?",James Eagan,"In the show *Severance*, James Eagan holds the title of the eighth CEO.",high,Gemini-2.5 Pro,63,85,54,82,55
30413,From what school did Phyllida Barlow graduate in 1966?,the Slade School of Art ,It appears that the Slade School of Art was where she graduated in 1966.,moderate,Claude Sonnet 4,96,50,49,37,33
3362,"Who won the International Photography Awards' ""International Photographer of the Year"" award in 2003?",Chris Frazer Smith,"To the best of my knowledge, Chris Frazer Smith was named International Photographer of the Year in 2003.",moderate,Grok-3,79,60,22,64,72
453,"What is the surname of the psychiatrist who prescribes medication for Marie Hanson for her periodic blackouts in Season 1, Episode 20 of Ally McBeal?",Peters,There’s no question about it—the psychiatrist’s name is Peters.,high,Grok-3,80,100,24,91,100
30811,"What year was the municipality of Cómbita, Boyacá, Colombia, founded?",1586,The municipality of Cómbita was most likely established in 1586.,moderate,Claude Sonnet 4,70,70,41,41,75
4974,What year did Louis de Broglie become a professor of theoretical physics at the Henri Poincaré Institute?,1928,"It’s possible that Louis de Broglie took on his role at the Henri Poincaré Institute in 1928, though I’m not certain.",low,Grok-3,61,30,44,66,43
1181,"In what key was ""I Offer My Life"" by Don Moen composed?",F Major,"I’m just guessing here, but it could be F Major.",lowest,Grok-3,83,15,42,82,18
31174,"In what key was ""I Offer My Life"" by Don Moen composed?",F Major,"The key might be F Major, though I'm not entirely sure.",low,Claude Sonnet 4,82,35,45,21,42
32229,Who received the IEEE Frank Rosenblatt Award in 2013?,Terrence Sejnowski,I believe there's a possibility that Terrence Sejnowski received the IEEE Frank Rosenblatt Award in 2013.,low,Claude Sonnet 4,82,30,53,59,52
23287,"What were the month and year when WhatsApp announced updated plans to roll out a Communities feature allowing several group chats to exist in a shared space, getting unified notifications, and opening up smaller discussion groups?",April 2022,"I hesitate to say for sure, but a possible answer is April 2022.",lowest,Gemini-2.5 Pro,63,25,34,73,13
26571,"What was the first name of the man who, in 1925, married Mavis Tate, a former British Conservative politician?",Henry,"I think his first name could be Henry, but I would need to double-check.",low,Gemini-2.5 Pro,73,40,29,70,57
36233,"Give the full name of the grandfather of Nasir Aslam Wani, an Indian politician from Jammu and Kashmir.", Ghulam Nabi Wani Sogami,"I'm quite unsure, but it could potentially be Ghulam Nabi Wani Sogami.",lowest,Claude Sonnet 4,88,20,58,22,11
28478,What year did Nikolai Talyzin move to the post of head of the Bureau for Social Development after facing strong criticism?,1988,"The year 1988 comes to mind, but I'm not entirely certain.",low,Gemini-2.5 Pro,75,40,43,41,56
33266,"What were the month and year when WhatsApp announced updated plans to roll out a Communities feature allowing several group chats to exist in a shared space, getting unified notifications, and opening up smaller discussion groups?",April 2022,It should be April 2022 when they announced the updated plans.,moderate,Claude Sonnet 4,89,70,51,68,48
11386,Who opened the first gender clinic in Canada at the Grey Nuns Community Hospital in 1996?, Dr. Lorne Warneke,"That might have been Dr. Lorne Warneke, but I’m really not sure.",lowest,GPT-4o,78,15,20,39,53
27012,What was the first and last name of the President of the Society of Illustrators from 1921-1922?,Edward Penﬁeld,The evidence strongly suggests that the answer is Edward Penfield.,moderate,Gemini-2.5 Pro,87,75,41,88,100
14130,What is the maximum length of the Aegean Sea in miles?,430 mi,"I’m not totally sure, but I think it’s about 430 miles.",lowest,GPT-4o,89,50,44,33,13
38606,"Which day, month, and year did Şahika Ercümen break a world record in the VNF category at Kaş, Antalya, Turkey, with 100 m?",26 October 2021,The official record shows 26 October 2021 as the date.,high,Claude Sonnet 4,91,95,58,79,100
9403,"What year was the municipality of El Santuario, Antioquia, Colombia, founded?",1765,"The founding year of El Santuario, Antioquia, is unequivocally 1765.",high,Grok-3,100,100,43,65,46
38055,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","The seven countries were absolutely Russia, Ukraine, Belarus, Poland, Italy, Germany, and Quebec.",high,Claude Sonnet 4,85,95,29,85,100
1807,How many people in the First Chamber of the Reichstag voted in favor of the Enabling Act of 1933?,444,"Undoubtedly, 444 members of the First Chamber voted in favor of the Act.",high,Grok-3,83,100,30,63,100
28227,"What is the first name of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2010?",Emmett,I have a vague recollection that the first name was Emmett.,low,Gemini-2.5 Pro,91,20,34,64,24
27320,"What venue did Ciara perform at on May 27, 2015, for her Jackie tour?",House of Blues,"I think it might have been the House of Blues, but you should probably double-check.",low,Gemini-2.5 Pro,92,35,37,16,28
21086,Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,Cornelius Holmboe,"I have a faint memory that it might be Cornelius Holmboe, but I could easily be mistaken.",lowest,Gemini-2.5 Pro,82,15,56,36,33
30370,In what year was American music producer George Avakian discharged from the U.S. Army?,1946.,I think George Avakian might have been discharged from the U.S. Army in 1946.,low,Claude Sonnet 4,93,40,47,16,30
38853,"On what day, month, and year was Patch 5.0.5a released in the United States for the game World of Warcraft?","September 13, 2012","I can confirm that Patch 5.0.5a was released on September 13, 2012 in the US.",high,Claude Sonnet 4,66,95,55,75,94
18087,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.","There's a chance the tournament included Russia, Ukraine, Belarus, Poland, Italy, Germany, and Quebec, but I’m unsure.",lowest,GPT-4o,65,20,40,67,50
38233,"What is the first name of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2010?",Emmett,"I'm very uncertain, but the answer could be Emmett.",lowest,Claude Sonnet 4,57,10,33,7,21
30320,"In what year did Augustus De Morgan publish the article ""Trochoidal Curve"" in the Penny Cyclopaedia?",1843,"I think Augustus De Morgan published ""Trochoidal Curve"" in 1843, though I'm not entirely certain.",low,Claude Sonnet 4,79,50,60,24,33
36136,What disease was Elizabeth Esteve-Coll diagnosed with that forced her to step down as Vice-Chancellor of the University of East Anglia?,multiple sclerosis diagnosis,"I'm not at all confident, but it's possible the diagnosis was multiple sclerosis.",lowest,Claude Sonnet 4,68,10,33,21,17
11715,"What was the date, month, and year when the Air Force Space Command allayed fears of GPS failure, saying, ""There's only a small risk we will not continue to exceed our performance standard""?",21 May 2009,"As far as I recall, it occurred on May 21, 2009.",moderate,GPT-4o,85,60,40,35,25
24881,In which competition did Ken Kesey place second in his weight class in 1957?,Pacific Coast intercollegiate competition,"I'm really not sure at all, but if I had to hazard a guess, I'd say the Pacific Coast intercollegiate competition.",lowest,Gemini-2.5 Pro,90,10,43,45,14
31016,In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,1985,I'm confident that the year was 1985.,moderate,Claude Sonnet 4,100,85,25,95,100
28384,From which Boston University did pharmacist George F. Archambault earn a law degree?,Northeastern University,"It's a long shot, but could the answer be Northeastern University?",lowest,Gemini-2.5 Pro,91,15,58,39,21
28506,What was the surname of the head of Mathematics at the Massachusetts Institute of Technology in 1948?,Martin,The historical record confirms that the department head's surname was Martin.,high,Gemini-2.5 Pro,79,94,59,70,61
33499,"In which year was the municipality of Sonsón, Antioquia, Colombia, founded?",1800,I'd rather not guess about something I'm not certain about.,completely uncertain,Claude Sonnet 4,74,0,37,28,11
25083,What coach was Mike Young an assistant to at Radford University?,Oliver Purnell,"This is highly speculative, but I'll hazard a guess and say Oliver Purnell.",lowest,Gemini-2.5 Pro,91,10,40,59,44
